temperature,delta_temp,gas_ppm,heart_rate,accel_magnitude,jerk,risk_score,risk_level
24.83,0.05,18.9,88.2,5.19,24.74,42.79,Medium Risk
26.82,-0.05,1.18,85.5,1.05,0.05,0.62,Low Risk
31.72,-0.25,6.9,108.6,0.9,-0.2,0.0,Low Risk
30.11,0.07,0.28,79.2,0.74,-0.91,3.34,Low Risk
29.33,-0.6,5.11,48.4,1.04,0.38,19.67,Low Risk
26.3,0.06,14.41,91.6,1.3,0.41,0.0,Low Risk
29.85,0.85,1.13,118.5,1.11,0.74,0.0,Low Risk
27.38,-0.21,26.31,92.8,0.8,0.96,1.59,Low Risk
30.29,-0.02,28.83,65.8,1.2,0.32,8.84,Low Risk
25.52,-0.75,1.33,60.5,0.92,0.9,2.71,Low Risk
27.09,0.29,56.17,62.8,1.18,1.22,36.49,Low Risk
23.05,0.23,4.24,116.1,0.91,1.38,0.0,Low Risk
27.82,0.13,1.05,74.1,1.09,0.96,0.0,Low Risk
23.94,-0.01,0.06,68.1,0.87,0.89,0.7,Low Risk
22.43,-0.05,6.3,77.1,0.88,-0.29,0.65,Low Risk
29.29,0.35,11.92,74.3,0.61,1.15,1.06,Low Risk
29.06,0.09,4.84,108.2,1.13,-0.29,0.0,Low Risk
31.91,0.26,21.75,61.7,1.09,0.76,2.32,Low Risk
25.84,0.21,15.13,101.3,1.11,1.03,0.0,Low Risk
30.04,0.66,5.17,82.2,1.07,0.84,2.46,Low Risk
30.75,0.44,15.91,101.7,0.81,-1.61,0.41,Low Risk
30.22,0.2,33.86,108.5,1.24,1.14,15.26,Low Risk
23.87,0.86,1.17,81.5,1.25,1.71,1.3,Low Risk
28.75,0.31,4.39,74.3,0.8,-0.77,0.0,Low Risk
29.82,0.75,7.47,81.2,1.13,0.64,1.64,Low Risk
28.04,0.4,8.27,78.3,1.22,0.35,2.03,Low Risk
17.57,-0.82,9.38,50.2,0.88,0.54,0.42,Low Risk
28.8,0.75,4.29,107.9,0.93,1.53,0.0,Low Risk
39.06,0.17,13.2,84.4,1.13,0.69,5.34,Low Risk
26.2,0.07,12.43,59.1,0.62,-0.28,2.31,Low Risk
24.36,0.24,10.35,42.8,0.73,-0.03,17.38,Low Risk
29.87,-0.07,1.45,40.0,0.75,-0.12,20.27,Low Risk
29.56,0.21,7.78,93.9,0.55,-1.0,0.0,Low Risk
33.96,-0.2,5.28,68.9,1.27,0.06,6.74,Low Risk
21.71,0.74,8.1,71.8,0.5,1.04,0.0,Low Risk
31.66,0.04,30.59,88.8,1.09,0.77,8.94,Low Risk
30.95,-0.09,7.86,70.7,1.2,0.64,1.39,Low Risk
27.29,-0.36,0.17,89.8,0.93,0.27,0.12,Low Risk
29.69,0.23,6.93,81.7,0.83,0.44,2.76,Low Risk
33.15,0.19,20.62,78.5,1.06,0.93,1.53,Low Risk
32.36,0.29,18.17,51.7,1.0,1.18,0.0,Low Risk
22.28,-0.41,8.64,65.2,1.25,0.74,2.94,Low Risk
32.1,-0.7,3.45,90.8,0.34,-0.37,0.0,Low Risk
27.68,0.41,7.51,67.7,0.77,0.16,0.19,Low Risk
28.36,0.84,9.95,101.7,1.14,0.85,0.0,Low Risk
28.37,-0.41,107.51,122.2,1.01,-0.03,48.11,Medium Risk
27.25,0.89,12.4,91.8,1.19,0.01,0.0,Low Risk
33.96,0.24,14.22,106.9,1.07,1.06,0.0,Low Risk
27.58,0.1,8.11,93.0,0.97,1.13,1.04,Low Risk
22.4,-0.1,5.25,70.4,0.92,-0.27,1.44,Low Risk
26.03,-0.59,20.12,83.6,1.58,-0.58,0.5,Low Risk
28.89,0.59,8.2,116.2,1.38,-0.47,1.22,Low Risk
34.15,-0.29,62.86,70.6,1.12,1.04,41.81,Medium Risk
31.02,-0.29,7.33,61.3,1.02,-0.18,0.4,Low Risk
23.75,0.6,0.85,59.6,1.13,0.07,0.0,Low Risk
40.43,-0.84,13.77,76.1,1.21,-0.49,1.71,Low Risk
29.32,-0.66,0.57,61.9,1.1,0.51,0.0,Low Risk
34.38,0.09,3.46,110.1,0.81,0.31,6.2,Low Risk
27.24,0.25,5.24,83.9,1.45,0.85,0.0,Low Risk
30.67,0.34,16.14,97.5,1.06,0.77,0.0,Low Risk
32.2,-0.05,8.18,74.6,1.5,-1.06,0.0,Low Risk
34.09,1.37,0.35,59.5,1.05,0.78,2.37,Low Risk
33.29,-0.01,11.51,56.4,0.94,0.43,1.18,Low Risk
32.36,-0.02,6.36,63.7,1.35,1.49,0.93,Low Risk
26.42,-0.3,30.59,86.3,1.08,-0.16,4.46,Low Risk
25.14,0.16,8.31,89.4,6.26,55.02,43.28,Medium Risk
29.66,0.41,14.81,90.9,0.7,0.57,2.97,Low Risk
32.67,0.7,2.96,53.2,1.17,-0.18,3.83,Low Risk
26.89,-0.64,17.17,80.0,0.88,1.35,0.0,Low Risk
33.33,-0.02,15.32,61.5,0.89,0.82,6.98,Low Risk
35.26,0.32,28.13,87.2,0.88,0.23,10.68,Low Risk
23.42,0.39,0.41,88.6,1.11,-0.19,2.94,Low Risk
23.82,0.1,7.12,58.9,0.62,1.42,0.18,Low Risk
27.3,0.37,13.64,97.4,0.95,1.19,0.0,Low Risk
29.54,-0.3,1.2,122.1,1.25,0.51,1.91,Low Risk
25.38,0.88,6.34,95.0,0.69,0.49,2.24,Low Risk
34.76,0.6,34.2,77.1,1.04,-0.4,16.48,Low Risk
30.12,-0.57,6.87,74.3,0.84,1.6,0.88,Low Risk
28.2,-0.44,50.72,76.2,0.9,-0.39,29.34,Low Risk
20.82,-0.42,0.7,66.3,1.41,1.22,0.0,Low Risk
21.42,0.44,15.18,84.5,0.59,2.12,2.86,Low Risk
29.41,-0.54,10.44,59.5,1.19,-0.11,0.0,Low Risk
17.34,-0.07,8.33,46.0,0.88,0.1,19.89,Low Risk
33.06,0.33,42.42,84.0,0.87,-0.13,25.74,Low Risk
27.21,0.07,1.67,80.4,0.72,1.49,0.0,Low Risk
44.22,0.23,27.16,69.7,1.19,0.6,19.53,Low Risk
39.54,-0.43,14.1,56.9,0.95,-0.68,1.27,Low Risk
27.09,0.4,3.6,85.2,0.92,-0.36,0.0,Low Risk
27.47,-0.21,27.83,62.2,1.03,1.03,3.68,Low Risk
32.98,-0.06,6.73,77.5,0.96,-0.09,0.0,Low Risk
36.52,0.22,20.2,111.8,0.5,-0.91,6.68,Low Risk
19.81,0.15,5.91,91.7,7.0,40.41,44.85,Medium Risk
19.07,0.11,22.84,55.4,7.07,16.54,48.95,Medium Risk
24.89,-0.28,12.15,57.1,0.62,-0.11,0.0,Low Risk
30.91,-0.05,1.82,82.7,0.73,0.22,1.62,Low Risk
30.48,0.1,12.59,55.2,0.89,0.24,0.0,Low Risk
33.35,-0.59,2.55,44.0,0.82,0.34,26.95,Low Risk
22.0,-0.13,6.37,89.6,0.99,1.59,0.79,Low Risk
16.42,0.29,2.24,85.8,0.73,1.09,0.48,Low Risk
32.29,-0.54,0.27,88.1,0.9,0.97,1.66,Low Risk
23.86,0.68,2.86,84.7,0.99,0.43,0.13,Low Risk
17.91,0.73,9.22,78.8,1.16,-0.11,0.0,Low Risk
28.73,-0.52,7.88,68.1,1.31,1.65,0.0,Low Risk
31.97,0.78,8.35,89.3,0.93,0.49,0.41,Low Risk
27.39,0.03,3.42,107.5,1.47,-0.26,2.51,Low Risk
25.71,0.31,13.87,71.0,0.95,2.91,0.0,Low Risk
27.2,-0.15,14.62,61.6,1.21,0.68,4.43,Low Risk
26.15,0.56,5.32,59.6,1.48,-0.41,0.0,Low Risk
21.26,0.3,25.56,64.4,1.03,1.2,1.4,Low Risk
24.43,-0.31,12.39,83.6,0.66,1.27,0.0,Low Risk
30.61,-0.48,14.98,41.5,1.02,0.18,19.88,Low Risk
29.61,-0.63,3.9,87.9,0.85,-0.21,0.65,Low Risk
28.84,0.19,0.01,91.6,0.93,0.29,0.0,Low Risk
23.02,0.39,24.06,47.6,1.5,1.05,20.36,Low Risk
27.09,0.43,20.74,62.4,0.69,1.14,0.22,Low Risk
17.11,0.04,1.58,81.4,1.08,0.01,1.13,Low Risk
28.89,-0.48,5.62,77.4,0.78,1.63,0.99,Low Risk
35.14,-0.24,12.99,89.4,0.92,-0.72,0.38,Low Risk
20.63,0.68,12.67,77.5,1.19,0.02,0.0,Low Risk
25.07,-0.14,23.62,102.8,1.08,0.4,2.68,Low Risk
29.65,0.17,1.81,74.2,0.94,0.25,1.69,Low Risk
34.26,-0.44,6.74,62.3,0.84,0.09,1.17,Low Risk
25.76,0.27,1.23,60.9,1.08,1.52,0.0,Low Risk
24.54,-0.13,5.92,93.2,1.43,0.39,0.0,Low Risk
18.16,0.62,0.18,80.5,0.77,0.8,0.0,Low Risk
28.52,0.49,27.43,91.4,1.48,0.76,3.07,Low Risk
38.21,-0.15,8.99,91.0,1.3,0.79,0.0,Low Risk
29.39,0.04,22.75,43.6,4.93,26.81,60.2,Medium Risk
27.89,-0.18,0.74,59.5,1.08,-0.94,4.25,Low Risk
29.61,-0.61,3.1,61.6,1.29,1.22,0.36,Low Risk
27.94,-0.33,3.6,65.3,0.75,0.43,0.0,Low Risk
23.93,0.2,5.87,72.4,0.83,0.13,1.5,Low Risk
32.12,0.26,19.49,98.0,1.19,0.13,0.0,Low Risk
29.13,0.17,5.86,101.6,1.07,0.74,1.09,Low Risk
28.09,-0.05,2.75,74.7,0.96,0.1,0.0,Low Risk
23.12,0.57,0.81,75.5,0.37,0.33,0.72,Low Risk
34.52,0.13,0.99,67.3,0.89,1.06,2.05,Low Risk
31.32,0.45,17.13,81.6,0.71,0.66,1.4,Low Risk
25.24,-0.79,7.06,83.6,1.12,-0.2,5.31,Low Risk
33.01,-1.86,15.54,94.5,0.95,0.94,1.82,Low Risk
25.51,0.24,13.76,94.4,0.84,0.26,0.0,Low Risk
24.09,-0.61,1.75,40.0,1.66,1.17,18.7,Low Risk
24.2,-0.01,1.85,77.3,1.26,0.19,0.69,Low Risk
19.14,-0.05,16.89,104.9,1.26,0.62,2.54,Low Risk
30.36,0.89,15.33,72.1,1.55,0.98,0.0,Low Risk
18.84,0.3,5.7,100.5,1.2,-0.19,3.75,Low Risk
21.86,0.18,0.97,74.5,0.81,1.07,1.27,Low Risk
17.62,0.52,0.15,83.1,0.78,1.86,0.0,Low Risk
27.57,0.28,4.08,59.5,1.24,0.88,1.73,Low Risk
27.25,-0.13,0.11,60.2,0.49,0.66,0.0,Low Risk
26.37,0.64,3.14,93.1,0.98,1.21,0.0,Low Risk
22.79,-0.45,6.53,95.9,0.46,1.16,0.0,Low Risk
22.14,0.26,1.55,80.5,1.02,0.61,4.48,Low Risk
30.32,-0.67,1.32,57.9,1.21,-0.25,0.03,Low Risk
25.25,0.2,27.21,80.8,1.07,-0.02,3.46,Low Risk
29.58,0.2,10.57,102.6,5.0,38.67,47.26,Medium Risk
23.57,0.94,32.7,111.4,1.49,-0.52,7.93,Low Risk
28.91,-0.68,5.09,74.3,0.96,1.61,0.0,Low Risk
34.52,-0.2,13.57,50.1,1.7,-0.25,4.48,Low Risk
30.93,0.51,2.75,95.1,1.05,0.46,3.37,Low Risk
25.94,0.27,11.56,75.0,1.24,-0.22,1.77,Low Risk
29.29,0.19,1.67,97.0,0.85,0.97,0.71,Low Risk
26.8,-0.38,0.02,85.1,1.4,1.29,0.52,Low Risk
28.04,-0.2,32.18,64.1,1.26,-0.55,12.3,Low Risk
26.37,0.72,9.71,81.0,1.37,1.03,0.0,Low Risk
27.18,0.07,31.4,103.6,1.01,-0.46,9.56,Low Risk
29.06,0.29,4.87,77.3,0.69,0.18,0.94,Low Risk
23.03,0.04,4.77,61.4,1.12,2.62,0.0,Low Risk
22.92,-0.49,6.14,51.4,0.58,0.72,0.0,Low Risk
21.06,0.57,14.69,66.1,0.92,1.22,0.0,Low Risk
20.0,0.35,10.01,72.6,1.05,0.75,0.0,Low Risk
21.91,1.25,31.14,94.8,1.59,0.37,3.87,Low Risk
28.8,-0.41,0.31,59.8,1.08,0.01,1.35,Low Risk
23.54,0.51,14.78,108.0,1.03,1.68,0.25,Low Risk
30.57,-0.56,4.81,55.9,0.98,2.04,0.0,Low Risk
28.17,0.18,2.38,122.0,0.66,0.54,0.52,Low Risk
18.16,0.59,8.57,111.1,1.02,1.47,0.6,Low Risk
31.27,-0.94,8.44,82.5,1.03,1.2,0.0,Low Risk
32.05,-0.0,1.77,50.3,0.76,0.35,0.0,Low Risk
23.03,-0.18,2.71,79.0,0.7,0.55,1.0,Low Risk
30.1,-0.25,6.29,73.0,0.88,0.15,0.0,Low Risk
23.72,0.29,6.31,57.1,1.02,2.13,0.7,Low Risk
28.49,0.66,4.58,85.2,4.04,38.91,42.46,Medium Risk
21.68,0.03,1.93,65.2,0.74,0.53,3.55,Low Risk
19.03,0.2,0.05,67.1,1.07,0.11,0.76,Low Risk
26.09,0.16,42.17,76.3,1.13,0.91,23.42,Low Risk
27.38,0.1,34.48,69.7,1.03,-0.54,12.33,Low Risk
26.01,-0.44,7.93,117.4,0.86,-0.11,0.68,Low Risk
22.08,0.65,63.7,70.4,1.15,0.34,35.23,Low Risk
26.0,0.25,13.44,87.9,0.95,0.16,0.0,Low Risk
29.35,0.3,0.86,82.6,0.7,0.33,0.0,Low Risk
27.78,-0.3,1.5,86.3,1.26,1.04,0.82,Low Risk
28.91,-0.13,29.74,87.7,1.09,2.05,6.52,Low Risk
24.65,0.01,11.93,95.9,0.97,1.07,0.31,Low Risk
33.86,-0.67,22.23,84.8,0.61,0.38,2.54,Low Risk
22.12,-0.74,27.43,84.0,0.81,1.3,2.96,Low Risk
30.44,-0.2,7.13,81.1,1.5,0.54,0.61,Low Risk
33.91,0.36,0.6,77.5,0.62,-0.99,4.26,Low Risk
30.4,-0.23,2.5,63.6,0.94,1.46,2.14,Low Risk
26.99,-0.41,0.83,78.9,1.0,-0.45,0.0,Low Risk
25.36,-0.31,2.51,84.3,1.08,0.61,2.1,Low Risk
33.18,-0.13,6.34,87.2,0.63,-0.14,4.95,Low Risk
20.89,-0.08,1.51,83.2,1.04,-0.41,0.0,Low Risk
23.15,1.18,2.19,75.8,0.58,0.14,1.58,Low Risk
26.01,0.63,7.08,79.0,1.02,-1.53,0.0,Low Risk
34.19,0.61,4.99,70.0,0.84,-0.06,5.74,Low Risk
29.9,0.68,7.57,85.6,0.78,0.83,0.38,Low Risk
23.16,-0.4,6.73,76.0,1.21,0.79,0.0,Low Risk
26.45,-0.51,12.41,83.3,0.94,-1.0,0.0,Low Risk
24.93,-0.45,33.21,98.0,1.12,1.28,10.35,Low Risk
24.45,0.77,1.37,67.2,1.13,2.4,0.0,Low Risk
32.89,-0.17,1.25,90.7,1.32,1.88,3.59,Low Risk
21.14,-0.53,22.99,80.6,0.7,0.08,0.0,Low Risk
36.04,-0.12,8.47,116.4,1.23,-0.03,5.16,Low Risk
32.14,-0.02,17.45,76.1,7.23,50.82,48.76,Medium Risk
33.45,0.23,2.91,92.5,5.44,46.72,46.38,Medium Risk
25.69,0.23,21.18,80.3,6.67,55.5,42.69,Medium Risk
27.25,-0.31,30.9,55.0,1.15,-0.07,5.52,Low Risk
20.83,0.44,12.11,70.6,0.77,1.17,0.0,Low Risk
25.38,-0.22,1.34,95.8,1.13,1.41,0.0,Low Risk
30.47,0.02,27.08,72.2,1.48,1.28,2.97,Low Risk
34.48,0.44,18.87,40.0,1.24,-0.34,22.48,Low Risk
22.46,-0.22,16.68,79.4,1.35,0.89,0.0,Low Risk
26.17,-0.18,0.45,60.3,0.82,1.67,0.0,Low Risk
27.24,0.4,19.25,82.4,1.19,0.5,0.0,Low Risk
21.02,-0.33,1.78,107.9,0.71,0.74,0.0,Low Risk
30.96,-0.09,3.02,93.9,0.94,0.66,0.0,Low Risk
24.38,0.38,10.33,107.7,1.44,0.28,0.59,Low Risk
27.02,1.13,3.69,69.9,0.85,0.86,0.0,Low Risk
25.74,0.4,12.99,77.4,1.28,1.21,1.18,Low Risk
24.05,0.34,11.24,61.2,1.25,1.54,0.0,Low Risk
27.96,0.37,1.37,67.7,1.27,0.46,0.0,Low Risk
26.92,-0.44,12.81,63.3,0.68,0.55,0.0,Low Risk
26.14,0.16,30.92,56.5,1.13,0.1,6.5,Low Risk
24.36,0.09,2.11,104.6,0.96,1.76,0.0,Low Risk
29.6,0.26,10.91,42.3,1.27,0.15,23.46,Low Risk
36.27,0.16,5.02,104.7,0.59,0.42,6.18,Low Risk
28.7,0.29,7.39,102.4,1.09,0.56,0.0,Low Risk
32.98,-0.06,4.06,89.0,1.06,0.67,3.39,Low Risk
21.05,0.13,5.25,59.9,7.92,20.25,44.95,Medium Risk
28.79,-0.51,0.35,51.5,0.78,0.94,2.16,Low Risk
22.51,-0.06,47.91,70.1,0.54,0.86,33.07,Low Risk
20.62,0.8,11.76,91.3,0.82,0.63,0.27,Low Risk
24.3,0.26,8.33,80.1,1.14,0.79,0.6,Low Risk
33.96,0.09,5.81,61.2,1.05,0.46,3.7,Low Risk
32.75,1.05,9.3,100.7,1.04,-0.65,0.0,Low Risk
29.22,-0.58,5.74,110.3,0.74,1.38,0.24,Low Risk
20.34,-0.45,5.35,75.9,1.28,-0.66,0.56,Low Risk
27.02,0.96,7.48,82.0,1.0,-0.2,0.82,Low Risk
29.51,0.12,3.88,52.8,1.01,1.46,0.0,Low Risk
28.88,-0.02,2.38,72.5,1.24,-0.58,2.41,Low Risk
18.78,-0.5,9.76,89.2,6.85,23.95,45.45,Medium Risk
23.55,0.32,22.2,86.4,1.06,1.95,0.0,Low Risk
27.68,0.37,1.99,70.9,1.11,0.56,0.81,Low Risk
30.68,-0.45,0.4,75.1,0.86,-0.6,2.08,Low Risk
17.02,0.03,3.4,72.0,1.16,1.1,0.0,Low Risk
27.19,-0.07,46.78,75.0,1.12,0.86,28.77,Low Risk
28.72,0.23,21.18,87.6,0.97,0.6,1.63,Low Risk
32.25,-0.46,10.87,44.6,0.97,-1.13,22.3,Low Risk
31.46,0.73,31.78,78.7,7.81,34.55,54.28,Medium Risk
30.91,0.56,7.07,86.3,1.2,1.92,0.0,Low Risk
24.0,-0.08,49.09,69.7,1.02,0.48,35.51,Low Risk
18.46,-0.01,4.22,71.4,1.28,-0.03,0.0,Low Risk
26.03,0.03,3.3,71.9,1.16,0.93,0.0,Low Risk
33.01,-0.29,12.19,71.4,0.55,0.94,1.74,Low Risk
34.97,-0.12,5.7,80.1,0.65,1.01,4.68,Low Risk
31.55,-0.04,11.81,82.3,1.3,0.51,1.87,Low Risk
30.15,0.91,4.37,42.2,0.94,0.94,21.61,Low Risk
29.9,0.57,11.55,91.8,1.04,1.1,3.33,Low Risk
25.22,0.57,3.87,74.8,1.28,2.55,0.53,Low Risk
27.35,0.28,0.63,114.8,7.54,48.56,49.42,Medium Risk
36.35,-0.46,29.18,58.6,7.47,15.05,59.72,Medium Risk
23.29,0.08,25.77,64.4,0.78,-0.72,1.3,Low Risk
36.07,0.59,42.4,76.3,1.09,-0.65,32.61,Low Risk
26.39,-0.53,15.13,87.4,1.15,0.6,0.0,Low Risk
34.63,0.42,13.78,44.9,0.86,0.44,23.38,Low Risk
20.97,1.26,9.82,65.1,0.77,-0.27,0.0,Low Risk
30.93,0.63,1.62,90.6,1.66,-0.29,0.0,Low Risk
24.32,0.81,2.52,62.9,0.98,0.98,1.71,Low Risk
20.92,0.21,4.1,104.7,0.83,0.04,2.21,Low Risk
29.09,0.58,26.5,71.8,1.18,-0.11,3.67,Low Risk
33.05,-0.26,2.28,63.8,0.99,-0.34,0.32,Low Risk
23.78,0.5,30.75,91.0,0.73,-0.15,9.41,Low Risk
20.5,0.43,8.88,108.9,1.12,0.2,2.43,Low Risk
27.54,0.24,15.09,87.5,6.39,52.67,46.45,Medium Risk
27.56,0.76,1.4,102.7,1.39,0.69,0.0,Low Risk
30.74,-0.17,3.76,110.2,1.12,0.16,0.0,Low Risk
32.75,0.01,38.19,63.4,0.93,-0.93,20.71,Low Risk
27.7,0.15,3.71,96.9,1.03,-0.4,2.33,Low Risk
37.28,-0.41,4.22,52.6,1.23,0.09,5.96,Low Risk
29.12,0.21,2.64,87.6,1.05,1.33,0.0,Low Risk
26.27,-0.76,1.66,78.7,1.53,0.42,0.09,Low Risk
19.94,0.62,3.19,102.4,3.89,27.68,32.19,Low Risk
26.69,0.12,12.34,101.1,1.12,1.62,0.57,Low Risk
26.32,-0.16,7.29,90.3,0.77,0.37,0.79,Low Risk
32.8,-0.32,9.68,85.4,0.96,0.49,1.54,Low Risk
30.31,-0.02,1.57,89.2,1.12,0.53,1.99,Low Risk
22.1,0.44,19.44,81.1,0.79,0.55,0.0,Low Risk
28.86,0.37,18.39,78.9,1.32,-0.33,1.42,Low Risk
31.36,-0.25,0.26,106.0,0.76,0.9,0.86,Low Risk
35.64,-0.32,5.8,108.1,0.84,0.58,6.78,Low Risk
32.44,0.43,0.85,77.5,0.86,-0.16,0.0,Low Risk
31.8,-0.26,18.85,84.3,1.19,0.36,1.07,Low Risk
28.3,0.13,16.04,81.5,0.8,-0.99,2.33,Low Risk
29.94,0.16,27.87,51.0,0.55,-0.73,5.9,Low Risk
34.25,0.26,3.24,73.9,1.27,1.21,5.83,Low Risk
21.34,0.53,7.31,108.8,0.89,0.33,0.39,Low Risk
26.25,-0.53,2.45,66.5,0.73,1.56,3.21,Low Risk
24.14,-0.86,5.57,118.1,0.81,0.55,0.0,Low Risk
29.9,-0.18,8.86,101.1,1.43,0.68,0.0,Low Risk
34.15,1.0,0.66,87.2,0.84,0.48,6.74,Low Risk
25.02,1.11,15.06,90.1,0.97,-0.31,0.93,Low Risk
16.05,1.02,9.4,63.5,0.89,0.83,1.83,Low Risk
25.94,0.0,21.19,75.2,0.69,-0.04,0.0,Low Risk
32.57,-0.79,3.81,105.9,0.81,0.75,1.58,Low Risk
30.69,-1.07,28.04,68.9,0.67,-0.17,4.81,Low Risk
30.14,-0.21,79.69,99.1,7.09,37.68,90.07,High Risk
26.6,0.0,30.2,55.2,1.03,0.85,8.4,Low Risk
21.6,0.75,18.06,58.4,1.62,1.48,0.0,Low Risk
30.58,0.53,20.08,114.2,3.75,44.72,44.76,Medium Risk
23.83,0.21,10.23,79.8,0.79,0.46,0.0,Low Risk
38.92,-0.34,2.53,70.3,1.38,1.73,0.11,Low Risk
30.85,-0.38,13.56,104.5,1.26,0.81,1.88,Low Risk
25.1,0.23,14.97,102.4,1.1,-1.35,0.0,Low Risk
24.94,0.45,50.71,96.6,0.72,0.01,35.12,Low Risk
27.54,0.3,9.35,69.7,1.44,0.38,1.57,Low Risk
26.8,-0.42,3.8,74.8,0.98,1.55,0.0,Low Risk
33.58,0.43,13.81,85.6,0.89,0.15,1.04,Low Risk
28.93,0.31,46.58,92.5,1.29,-0.05,31.1,Low Risk
24.34,-0.44,2.34,70.8,5.11,42.12,45.36,Medium Risk
37.45,-0.29,4.73,83.1,0.71,1.53,6.97,Low Risk
28.25,0.44,9.37,84.8,1.01,1.65,0.32,Low Risk
31.84,-0.02,2.24,103.2,0.8,-0.41,0.0,Low Risk
24.96,0.89,0.27,93.6,0.25,-0.64,2.0,Low Risk
29.82,0.35,4.93,52.9,0.78,1.33,0.0,Low Risk
29.56,-0.14,24.06,76.2,0.87,1.54,0.0,Low Risk
18.55,0.09,0.53,63.3,0.71,-0.08,0.0,Low Risk
38.08,0.13,6.72,90.2,1.14,0.31,0.34,Low Risk
34.45,-0.26,17.24,96.6,0.81,0.95,5.61,Low Risk
26.01,-0.36,36.74,81.8,1.12,-0.32,16.76,Low Risk
22.49,0.45,50.78,75.2,0.69,-0.22,36.57,Low Risk
29.74,0.52,6.58,81.2,1.23,0.23,2.89,Low Risk
28.43,0.4,36.04,83.8,0.68,-0.3,13.86,Low Risk
29.78,0.86,0.43,68.5,0.41,2.83,2.91,Low Risk
28.96,-0.17,16.44,58.1,1.31,1.5,0.07,Low Risk
30.53,0.94,12.35,43.1,0.79,0.26,15.41,Low Risk
35.24,-0.35,3.44,102.8,1.44,0.6,5.34,Low Risk
30.84,-0.41,8.49,88.9,1.14,-0.78,0.0,Low Risk
22.75,-0.78,1.66,86.5,1.2,0.82,0.0,Low Risk
34.81,-0.12,24.63,102.8,1.26,1.09,2.24,Low Risk
36.2,-0.15,5.32,57.4,1.03,-0.03,6.17,Low Risk
43.76,0.36,11.8,48.8,1.03,0.14,33.72,Low Risk
22.38,0.22,2.07,86.9,1.32,-0.23,2.54,Low Risk
29.21,-0.5,2.77,85.3,1.03,1.61,2.24,Low Risk
17.59,-0.1,57.87,48.8,5.11,59.66,100.0,High Risk
30.77,-0.09,16.78,86.5,1.15,0.81,0.0,Low Risk
25.26,-0.79,39.23,72.8,0.47,0.61,18.97,Low Risk
37.62,-0.39,4.21,65.5,1.33,-0.5,8.86,Low Risk
24.13,-0.29,2.16,74.0,1.34,-0.07,1.74,Low Risk
19.55,0.82,8.39,40.0,1.3,0.27,22.59,Low Risk
25.64,0.2,8.19,69.4,1.29,-0.04,0.0,Low Risk
18.12,0.43,2.31,67.3,6.4,51.15,47.02,Medium Risk
31.76,-0.65,15.86,90.0,0.97,-0.81,2.01,Low Risk
17.67,0.7,5.39,77.2,0.69,-0.53,5.92,Low Risk
28.14,0.75,2.47,91.5,1.44,-0.0,2.83,Low Risk
17.61,-0.9,4.84,40.0,0.88,-0.76,23.76,Low Risk
26.4,-0.25,9.95,64.9,1.08,1.3,3.98,Low Risk
36.22,0.35,15.56,90.0,1.06,1.41,5.01,Low Risk
29.8,0.42,7.89,74.4,0.66,-0.86,0.0,Low Risk
23.68,-0.24,8.95,95.2,0.56,0.73,2.0,Low Risk
27.84,-0.05,1.8,47.5,6.51,36.28,64.29,Medium Risk
28.09,-0.2,29.54,93.2,0.89,0.49,7.92,Low Risk
30.36,0.16,31.69,68.5,0.98,0.93,9.23,Low Risk
21.17,0.7,13.8,66.7,1.27,-1.15,0.83,Low Risk
30.96,-0.29,0.21,97.8,1.06,1.36,0.67,Low Risk
15.0,0.6,9.24,100.9,1.19,0.92,1.46,Low Risk
24.85,-0.29,11.91,98.6,1.11,1.37,0.0,Low Risk
25.56,-0.32,62.78,116.7,4.83,24.53,76.69,High Risk
31.17,0.51,66.46,102.8,0.75,0.47,39.75,Low Risk
28.11,0.56,23.39,65.7,1.07,0.93,0.24,Low Risk
20.97,0.53,0.79,82.5,1.02,0.85,3.36,Low Risk
23.08,-0.56,36.76,73.5,1.23,1.18,17.33,Low Risk
28.99,-0.13,11.38,116.5,0.96,0.86,0.49,Low Risk
27.6,0.51,19.37,99.9,0.93,-1.06,0.0,Low Risk
25.1,0.12,6.27,76.6,0.94,1.42,1.04,Low Risk
25.6,-0.44,4.62,95.8,0.77,0.12,0.0,Low Risk
31.48,0.33,7.47,57.8,1.36,0.66,0.0,Low Risk
25.41,-0.26,1.91,84.5,1.28,1.74,2.14,Low Risk
27.56,1.0,5.3,63.1,0.7,0.49,0.0,Low Risk
38.85,0.87,23.39,49.6,1.2,0.22,25.64,Low Risk
20.88,0.4,0.46,94.1,0.54,-0.43,0.0,Low Risk
18.74,0.78,1.96,96.4,1.25,-0.57,0.76,Low Risk
31.92,0.13,1.6,88.2,0.83,-0.47,3.42,Low Risk
24.61,0.48,6.19,76.7,1.09,0.47,0.0,Low Risk
26.41,0.84,69.66,57.2,0.52,2.25,37.68,Low Risk
24.09,0.22,2.28,59.1,0.7,0.25,0.81,Low Risk
26.7,-0.03,1.89,62.6,1.12,0.48,0.53,Low Risk
35.99,-0.75,29.59,75.8,0.82,1.05,11.47,Low Risk
32.01,0.06,25.65,99.4,0.79,-0.06,0.0,Low Risk
32.31,0.51,0.39,99.1,5.28,36.43,46.05,Medium Risk
20.92,0.57,16.72,50.3,1.55,0.11,0.0,Low Risk
